"CaseID","Opened","Closed","Updated","Status","Status Notes","Responsible Agency","Category","Request Type","Request Details","Address","Street","Supervisor District","Neighborhood","Police District","Latitude","Longitude","Point","Source","Media URL"
"9856840","11/27/2018 10:27:44 AM","11/27/2018 02:29:40 PM","11/27/2018 02:29:40 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","575 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.8046726486","-122.41463050022","POINT (-122.4146305 37.80467265)","Mobile/Open311","http://mobile311.sfgov.org/reports/9856840/photos"
"9856721","11/27/2018 10:10:00 AM","11/27/2018 02:37:10 PM","11/27/2018 02:37:10 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","333 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79833602905","-122.40757751465","POINT (-122.40757751 37.79833603)","Phone",
"9856382","11/27/2018 09:27:00 AM","11/27/2018 10:50:00 AM","11/27/2018 10:50:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","513 GREENWICH ST, SAN FRANCISCO, CA, 94133","GREENWICH ST","3","North Beach","CENTRAL","37.802408","-122.4081898","POINT (-122.4081898 37.802408)","Web","http://mobile311.sfgov.org/reports/9856382/photos"
"9856054","11/27/2018 08:39:17 AM","11/27/2018 02:37:42 PM","11/27/2018 02:37:42 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","243 BROADWAY, SAN FRANCISCO, CA, 94111","BROADWAY","3","North Beach","CENTRAL","37.79829406738","-122.40165710449","POINT (-122.4016571 37.79829407)","Integrated Agency",
"9855770","11/27/2018 07:50:00 AM","11/27/2018 10:16:00 AM","11/27/2018 10:16:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","584 GREEN ST, SAN FRANCISCO, CA, 94133","GREEN ST","3","North Beach","CENTRAL","37.79950765587","-122.40875184221","POINT (-122.40875184 37.79950766)","Mobile/Open311","http://mobile311.sfgov.org/reports/9855770/photos"
"9855227","11/26/2018 10:12:42 PM","11/27/2018 09:02:48 AM","11/27/2018 09:02:48 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","84 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80519294824","-122.4131588439","POINT (-122.41315884 37.80519295)","Mobile/Open311","http://mobile311.sfgov.org/reports/9855227/photos"
"9855076","11/26/2018 08:41:00 PM","12/05/2018 02:34:00 AM","12/05/2018 02:34:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other","Intersection of COLUMBUS AVE and VALLEJO ST","COLUMBUS AVE","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9854636","11/26/2018 05:48:00 PM","11/26/2018 07:06:00 PM","11/26/2018 07:06:00 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of VALLEJO ST and COLUMBUS AVE","VALLEJO ST","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9854623","11/26/2018 05:46:00 PM","11/26/2018 07:06:19 PM","11/26/2018 07:06:19 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of COLUMBUS AVE and VALLEJO ST","COLUMBUS AVE","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9853901","11/26/2018 03:35:33 PM","11/26/2018 07:06:45 PM","11/26/2018 07:06:45 PM","Closed","Case Resolved - PRIVATE PROPERTY","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.79898631537","-122.40565939398","POINT (-122.40565939 37.79898632)","Mobile/Open311",
"9853816","11/26/2018 03:23:43 PM","11/27/2018 12:36:00 PM","11/27/2018 12:36:00 PM","Closed","Case is Invalid","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of MONTGOMERY ST and VALLEJO ST","MONTGOMERY ST","3","North Beach","CENTRAL","37.79914554212","-122.4041078334","POINT (-122.40410783 37.79914554)","Mobile/Open311","http://mobile311.sfgov.org/reports/9853816/photos"
"9853286","11/26/2018 02:09:12 PM","11/27/2018 02:41:00 PM","11/27/2018 02:41:00 PM","Closed","Case is a Duplicate","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of BANNAN PL and UNION ST","BANNAN PL","3","North Beach","CENTRAL","37.8006069","-122.4079249","POINT (-122.4079249 37.8006069)","Web",
"9853070","11/26/2018 01:36:00 PM","12/02/2018 02:48:00 PM","12/02/2018 02:48:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","498 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.7995208781","-122.40878589221","POINT (-122.40878589 37.79952088)","Mobile/Open311","http://mobile311.sfgov.org/reports/9853070/photos"
"9852258","11/26/2018 11:51:00 AM","11/28/2018 03:51:00 PM","11/28/2018 03:51:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","Intersection of MONTGOMERY ST and BROADWAY","MONTGOMERY ST","3","North Beach","CENTRAL","37.79822158814","-122.40386199951","POINT (-122.403862 37.79822159)","Phone",
"9852202","11/26/2018 11:45:00 AM","11/28/2018 03:22:00 PM","11/28/2018 03:22:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","136 BARTOL ST, SAN FRANCISCO, CA, 94133","BARTOL ST","3","North Beach","CENTRAL","37.79878234863","-122.40354919434","POINT (-122.40354919 37.79878235)","Phone",
"9852155","11/26/2018 11:40:00 AM","11/26/2018 04:30:54 PM","11/26/2018 04:30:54 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","120 JASPER PL, SAN FRANCISCO, CA, 94133","JASPER PL","3","North Beach","CENTRAL","37.80086135864","-122.40831756592","POINT (-122.40831757 37.80086136)","Phone",
"9852121","11/26/2018 11:35:00 AM","06/03/2020 06:01:05 PM","06/03/2020 06:01:05 PM","Closed","Administrative Closure - Administrative closure by Public Works","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","136 BARTOL ST, SAN FRANCISCO, CA, 94133","BARTOL ST","3","North Beach","CENTRAL","37.79878234863","-122.40354919434","POINT (-122.40354919 37.79878235)","Phone",
"9851398","11/26/2018 10:14:00 AM","11/26/2018 04:32:30 PM","11/26/2018 04:32:30 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","524 UNION ST, SAN FRANCISCO, CA, 94133","UNION ST","3","North Beach","CENTRAL","37.800644","-122.408097","POINT (-122.408097 37.800644)","Mobile/Open311","http://mobile311.sfgov.org/reports/9851398/photos"
"9851195","11/26/2018 09:49:00 AM","11/27/2018 07:35:00 AM","11/27/2018 07:35:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","440 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.79825210571","-122.40460968018","POINT (-122.40460968 37.79825211)","Phone",
"9850323","11/26/2018 08:01:00 AM","11/26/2018 08:44:00 AM","11/26/2018 08:44:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","470 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79949640859","-122.40864076663","POINT (-122.40864077 37.79949641)","Mobile/Open311","http://mobile311.sfgov.org/reports/9850323/photos"
"9849948","11/26/2018 05:40:00 AM","11/26/2018 07:53:00 AM","11/26/2018 07:53:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of BROADWAY and STOCKTON ST","BROADWAY","3","North Beach","CENTRAL","37.79762649536","-122.40861511231","POINT (-122.40861511 37.7976265)","Phone",
"9848802","11/25/2018 03:23:00 PM","06/15/2021 01:13:33 PM","06/15/2021 01:13:33 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of COLUMBUS AVE and VALLEJO ST","COLUMBUS AVE","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9848772","11/25/2018 03:18:49 PM","11/25/2018 03:32:00 PM","11/25/2018 03:32:00 PM","Closed","Scheduled - Dispatched driver","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9848706","11/25/2018 03:01:00 PM","11/25/2018 03:30:00 PM","11/25/2018 03:30:00 PM","Closed","Scheduled - Dispatched driver","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of COLUMBUS AVE and VALLEJO ST","COLUMBUS AVE","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9848198","11/25/2018 12:40:00 PM","11/25/2018 01:26:00 PM","11/25/2018 01:26:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","600 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.798836","-122.407227","POINT (-122.407227 37.798836)","Mobile/Open311","http://mobile311.sfgov.org/reports/9848198/photos"
"9848195","11/25/2018 12:39:00 PM","11/26/2018 08:18:00 AM","11/26/2018 08:18:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","600 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.798819","-122.407232","POINT (-122.407232 37.798819)","Mobile/Open311","http://mobile311.sfgov.org/reports/9848195/photos"
"9848155","11/25/2018 12:28:00 PM","06/03/2020 06:01:04 PM","06/03/2020 06:01:04 PM","Closed","Administrative Closure - Administrative closure by Public Works","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of GRANT AVE and VALLEJO ST","GRANT AVE","3","North Beach","CENTRAL","37.79877471924","-122.40720367432","POINT (-122.40720367 37.79877472)","Phone",
"9848135","11/25/2018 12:23:00 PM","11/25/2018 01:14:00 PM","11/25/2018 01:14:00 PM","Closed","Scheduled - Dispatched driver","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of COLUMBUS AVE and VALLEJO ST","COLUMBUS AVE","3","North Beach","CENTRAL","37.79864736371","-122.40751122136","POINT (-122.40751122 37.79864736)","Mobile/Open311","http://mobile311.sfgov.org/reports/9848135/photos"
"9848103","11/25/2018 12:17:32 PM","11/25/2018 01:58:42 PM","11/25/2018 01:58:42 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","86 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80523530314","-122.41321886712","POINT (-122.41321887 37.8052353)","Mobile/Open311","http://mobile311.sfgov.org/reports/9848103/photos"
"9847931","11/25/2018 11:34:04 AM","11/25/2018 01:16:00 PM","11/25/2018 01:16:00 PM","Closed","Scheduled - Dispatched driver","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of POWELL ST and FILBERT ST","POWELL ST","3","North Beach","CENTRAL","37.80115040775","-122.41101552625","POINT (-122.41101553 37.80115041)","Mobile/Open311","http://mobile311.sfgov.org/reports/9847931/photos"
"9847759","11/25/2018 10:54:07 AM","11/25/2018 12:27:30 PM","11/25/2018 12:27:30 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","668 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.80093311207","-122.41077127998","POINT (-122.41077128 37.80093311)","Mobile/Open311","http://mobile311.sfgov.org/reports/9847759/photos"
"9847760","11/25/2018 10:54:00 AM","11/25/2018 12:10:00 PM","11/25/2018 12:10:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","666 FILBERT ST, SAN FRANCISCO, CA, 94133","FILBERT ST","3","North Beach","CENTRAL","37.80116323385","-122.4103318156","POINT (-122.41033182 37.80116323)","Mobile/Open311","http://mobile311.sfgov.org/reports/9847760/photos"
"9847670","11/25/2018 10:34:16 AM","11/25/2018 10:39:00 AM","11/25/2018 10:39:00 AM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of UNION ST and GRANT AVE","UNION ST","3","North Beach","CENTRAL","37.8006471","-122.4075906","POINT (-122.4075906 37.8006471)","Mobile/Open311","http://mobile311.sfgov.org/reports/9847670/photos"
"9846952","11/25/2018 03:30:08 AM","11/25/2018 04:34:00 AM","11/25/2018 04:34:00 AM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9845620","11/24/2018 02:44:00 PM","11/26/2018 01:42:00 PM","11/26/2018 01:42:00 PM","Closed","Case is a Duplicate","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","401 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.7988562","-122.4085436","POINT (-122.4085436 37.7988562)","Web","http://mobile311.sfgov.org/reports/9845620/photos"
"9845615","11/24/2018 02:43:00 PM","11/28/2018 12:25:15 AM","11/28/2018 12:25:15 AM","Closed","Case Resolved - 10-98","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","333 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.7982666","-122.4075723","POINT (-122.4075723 37.7982666)","Web","http://mobile311.sfgov.org/reports/9845615/photos"
"9845000","11/24/2018 11:56:00 AM","11/24/2018 12:23:02 PM","11/24/2018 12:23:02 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of MASON ST and BAY ST","MASON ST","3","North Beach","CENTRAL","37.80561828613","-122.41360473633","POINT (-122.41360474 37.80561829)","Phone",
"9844977","11/24/2018 11:52:00 AM","11/24/2018 12:23:00 PM","11/24/2018 12:23:00 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","700 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.79772567749","-122.40885925293","POINT (-122.40885925 37.79772568)","Phone",
"9844882","11/24/2018 11:30:00 AM","11/26/2018 10:02:00 AM","11/26/2018 10:02:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of DUNNES ALY and KEARNY ST","DUNNES ALY","3","North Beach","CENTRAL","37.79836273193","-122.40552520752","POINT (-122.40552521 37.79836273)","Phone",
"9844556","11/24/2018 10:29:13 AM","11/24/2018 11:06:00 AM","11/24/2018 11:06:00 AM","Closed","Case Resolved - serivced","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9844496","11/24/2018 10:18:16 AM","11/24/2018 10:51:00 AM","11/24/2018 10:51:00 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","27 CADELL PL, SAN FRANCISCO, CA, 94133","CADELL PL","3","North Beach","CENTRAL","37.80069666667","-122.40809666667","POINT (-122.40809667 37.80069667)","Mobile/Open311","http://mobile311.sfgov.org/reports/9844496/photos"
"9843441","11/23/2018 08:30:00 PM","11/24/2018 08:15:58 AM","11/24/2018 08:15:58 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of STOCKTON ST and VALLEJO ST","STOCKTON ST","3","North Beach","CENTRAL","37.79857254028","-122.40880584717","POINT (-122.40880585 37.79857254)","Phone",
"9842993","11/23/2018 04:24:00 PM","11/25/2018 06:24:00 AM","11/25/2018 06:24:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","18 VARENNES ST, SAN FRANCISCO, CA, 94133","VARENNES ST","3","North Beach","CENTRAL","37.8001","-122.406536","POINT (-122.406536 37.8001)","Web",
"9841228","11/23/2018 08:52:39 AM","11/23/2018 03:30:01 PM","11/23/2018 03:30:01 PM","Closed","Case Resolved - WASTE NOT FOUND .","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","318 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79813650239","-122.40682582243","POINT (-122.40682582 37.7981365)","Mobile/Open311","http://mobile311.sfgov.org/reports/9841228/photos"
"9840351","11/22/2018 05:18:16 PM","11/22/2018 06:06:00 PM","11/22/2018 06:06:00 PM","Closed","Scheduled - Dispatched driver","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9840233","11/22/2018 03:51:59 PM","11/23/2018 08:16:10 AM","11/23/2018 08:16:10 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","86 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.8052028515","-122.41333916137","POINT (-122.41333916 37.80520285)","Mobile/Open311",
"9839397","11/22/2018 10:16:00 AM","11/22/2018 11:30:51 AM","11/22/2018 11:30:51 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of WHITING ST and GRANT AVE","WHITING ST","3","North Beach","CENTRAL","37.80392456055","-122.40824890137","POINT (-122.4082489 37.80392456)","Phone",
"9839365","11/22/2018 10:02:17 AM","11/22/2018 11:36:00 AM","11/22/2018 11:36:00 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","80 FRESNO ST, SAN FRANCISCO, CA, 94133","FRESNO ST","3","North Beach","CENTRAL","37.79855071533","-122.40693651802","POINT (-122.40693652 37.79855072)","Mobile/Open311","http://mobile311.sfgov.org/reports/9839365/photos"
"9838093","11/21/2018 05:14:00 PM","11/26/2018 08:58:00 AM","11/26/2018 08:58:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","400 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.80488833333","-122.41188","POINT (-122.41188 37.80488833)","Mobile/Open311","http://mobile311.sfgov.org/reports/9838093/photos"
"9837508","11/21/2018 03:19:00 PM","11/21/2018 08:18:30 PM","11/21/2018 08:18:30 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.7989692688","-122.40564727783","POINT (-122.40564728 37.79896927)","Phone",
"9837435","11/21/2018 03:07:00 PM","11/21/2018 08:23:00 PM","11/21/2018 08:23:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","382 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.80492955822","-122.41138064314","POINT (-122.41138064 37.80492956)","Mobile/Open311","http://mobile311.sfgov.org/reports/9837435/photos"
"9836699","11/21/2018 01:21:47 PM","11/21/2018 03:56:38 PM","11/21/2018 03:56:38 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","Intersection of ROMOLO ST and BROADWAY","ROMOLO ST","3","North Beach","CENTRAL","37.79798313567","-122.40627892245","POINT (-122.40627892 37.79798314)","Mobile/Open311","http://mobile311.sfgov.org/reports/9836699/photos"
"9836130","11/21/2018 11:46:00 AM","11/24/2018 08:27:00 PM","11/24/2018 08:27:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","470 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79950659222","-122.40864611208","POINT (-122.40864611 37.79950659)","Mobile/Open311","http://mobile311.sfgov.org/reports/9836130/photos"
"9835669","11/21/2018 10:43:00 AM","11/22/2018 03:23:31 PM","11/22/2018 03:23:31 PM","Closed","Case Resolved - completed","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","80 FRESNO ST, SAN FRANCISCO, CA, 94133","FRESNO ST","3","North Beach","CENTRAL","37.79850728424","-122.40690005593","POINT (-122.40690006 37.79850728)","Mobile/Open311","http://mobile311.sfgov.org/reports/9835669/photos"
"9834322","11/21/2018 02:41:44 AM","11/25/2018 02:41:00 PM","11/25/2018 02:41:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of KEARNY ST and BROADWAY","KEARNY ST","3","North Beach","CENTRAL","37.79809868813","-122.4055292786","POINT (-122.40552928 37.79809869)","Mobile/Open311","http://mobile311.sfgov.org/reports/9834322/photos"
"9834321","11/21/2018 02:41:00 AM","12/04/2018 01:32:00 AM","12/04/2018 01:32:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","1107 KEARNY ST, SAN FRANCISCO, CA, 94133","KEARNY ST","3","North Beach","CENTRAL","37.79826363664","-122.40556914614","POINT (-122.40556915 37.79826364)","Mobile/Open311","http://mobile311.sfgov.org/reports/9834321/photos"
"9834261","11/21/2018 12:14:49 AM","11/21/2018 01:00:00 AM","11/21/2018 01:00:00 AM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9834239","11/20/2018 11:36:39 PM","11/21/2018 09:41:23 AM","11/21/2018 09:41:23 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","508 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.79807668669","-122.40562661691","POINT (-122.40562662 37.79807669)","Mobile/Open311","http://mobile311.sfgov.org/reports/9834239/photos"
"9834238","11/20/2018 11:35:00 PM","11/25/2018 02:41:00 PM","11/25/2018 02:41:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","1111 KEARNY ST, SAN FRANCISCO, CA, 94133","KEARNY ST","3","North Beach","CENTRAL","37.79822757752","-122.40556588008","POINT (-122.40556588 37.79822758)","Mobile/Open311","http://mobile311.sfgov.org/reports/9834238/photos"
"9833630","11/20/2018 06:00:00 PM","12/05/2018 01:12:36 PM","12/05/2018 01:12:36 PM","Closed","Case Resolved - inspected and did not find mattress. gone. nw","DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items","Mattress","1125 KEARNY ST, SAN FRANCISCO, CA, 94133","KEARNY ST","3","North Beach","CENTRAL","37.79844685602","-122.4056277251","POINT (-122.40562773 37.79844686)","Mobile/Open311","http://mobile311.sfgov.org/reports/9833630/photos"
"9833542","11/20/2018 05:28:00 PM","11/25/2018 04:00:00 PM","11/25/2018 04:00:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","670 LOMBARD ST, SAN FRANCISCO, CA, 94133","LOMBARD ST","3","North Beach","CENTRAL","37.80296433721","-122.41249619063","POINT (-122.41249619 37.80296434)","Mobile/Open311","http://mobile311.sfgov.org/reports/9833542/photos"
"9833541","11/20/2018 05:28:00 PM","11/25/2018 02:44:00 PM","11/25/2018 02:44:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other","402 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.798383","-122.404087","POINT (-122.404087 37.798383)","Mobile/Open311","http://mobile311.sfgov.org/reports/9833541/photos"
"9832845","11/20/2018 03:01:20 PM","11/20/2018 05:27:00 PM","11/20/2018 05:27:00 PM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80127639","-122.4095208","POINT (-122.4095208 37.80127639)","Mobile/Open311",
"9832752","11/20/2018 02:47:04 PM","11/20/2018 05:26:00 PM","11/20/2018 05:26:00 PM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1450 GRANT AVE, SAN FRANCISCO, CA, 94133","GRANT AVE","3","North Beach","CENTRAL","37.80051686339","-122.40752689552","POINT (-122.4075269 37.80051686)","Mobile/Open311","http://mobile311.sfgov.org/reports/9832752/photos"
